ID,Modelo,Sismo,PGA,PGV,PGD,Dur,Ia,T,Costo,R1,R2,R3,R4,R5,R6,D1,D2,D3,D4,D5,D6
1516,304,9,1.93,0.6,0.4,95.82,7.16,0.465465838,10428.49362,0,3.44245E+12,3.62158E+12,9.43251E+12,1.22377E+13,1.6984E+12,0.0100584,0.0061752,0.004046,0.001734,0.0010126,0.0014901
1517,304,1,2.14,0.44,0.26,59.1,3.02,0.465465838,10428.49362,0,3.44245E+12,3.62158E+12,9.43251E+12,1.22377E+13,1.6984E+12,0.0223982,0.0105897,0.0065876,0.002783,0.0016446,0.0026345
1518,304,10,1.64,0.56,0.22,105.37,5.89,0.465465838,10428.49362,0,3.44245E+12,3.62158E+12,9.43251E+12,1.22377E+13,1.6984E+12,0.00767955,0.00480504,0.0030791,0.0013492,0.0008192,0.0011751
1519,304,4,2.17,0.78,0.32,90.35,6.79,0.465465838,10428.49362,0,3.44245E+12,3.62158E+12,9.43251E+12,1.22377E+13,1.6984E+12,0.0109475,0.0064917,0.004068,0.0017544,0.0010318,0.0014457
1520,304,6,2.35,0.75,0.41,97.33,7.31,0.465465838,10428.49362,0,3.44245E+12,3.62158E+12,9.43251E+12,1.22377E+13,1.6984E+12,0.0109796,0.0066226,0.0041813,0.0018074,0.0010732,0.0015224
1521,305,1,2.14,0.44,0.26,59.1,3.02,0.395478122,13475.05342,6.39666E+12,2.79849E+12,1.40945E+13,9.65755E+11,4.12739E+12,9.08844E+12,0.0052911,0.00860847,0.0036779,0.0110469,0.0055896,0.0018999
1522,305,4,2.17,0.78,0.32,90.35,6.79,0.395478122,13475.05342,6.39666E+12,2.79849E+12,1.40945E+13,9.65755E+11,4.12739E+12,9.08844E+12,0.00287018,0.00380756,0.00166775,0.00343816,0.0020155,0.0006631
1523,305,8,1.92,0.66,0.29,86.89,6.91,0.395478122,13475.05342,6.39666E+12,2.79849E+12,1.40945E+13,9.65755E+11,4.12739E+12,9.08844E+12,0.00262693,0.00326474,0.00156685,0.00321308,0.0018555,0.0006315
1524,305,3,1.75,0.34,0.28,45.39,2.03,0.395478122,13475.05342,6.39666E+12,2.79849E+12,1.40945E+13,9.65755E+11,4.12739E+12,9.08844E+12,0.00588734,0.00930936,0.0040318,0.0125901,0.0062828,0.0020821
1525,305,2,2.24,0.36,0.14,55.09,2.71,0.395478122,13475.05342,6.39666E+12,2.79849E+12,1.40945E+13,9.65755E+11,4.12739E+12,9.08844E+12,0.00566728,0.00842482,0.0038833,0.0106934,0.0054199,0.001786
1526,306,5,2.15,0.83,0.37,89.27,6.04,0.415393047,13795.13234,9.8767E+12,1.20209E+13,0,4.91933E+12,3.89809E+12,4.41619E+12,0.00189391,0.00238935,0.00741548,0.0032669,0.0017523,0.000993
1527,306,6,2.35,0.75,0.41,97.33,7.31,0.415393047,13795.13234,9.8767E+12,1.20209E+13,0,4.91933E+12,3.89809E+12,4.41619E+12,0.00190279,0.00230156,0.00782446,0.0035478,0.0019908,0.0010561
1528,306,7,2.3,0.79,0.32,92.57,9.1,0.415393047,13795.13234,9.8767E+12,1.20209E+13,0,4.91933E+12,3.89809E+12,4.41619E+12,0.00225086,0.00314551,0.01185391,0.0047564,0.0025665,0.0014253
1529,306,11,1.71,0.61,0.22,93.45,7.31,0.415393047,13795.13234,9.8767E+12,1.20209E+13,0,4.91933E+12,3.89809E+12,4.41619E+12,0.00162009,0.00201063,0.00655173,0.0031162,0.0017918,0.0009389
1530,306,0,2.81,0.44,0.22,55.44,3.35,0.415393047,13795.13234,9.8767E+12,1.20209E+13,0,4.91933E+12,3.89809E+12,4.41619E+12,0.00286793,0.0037531,0.02515461,0.0065811,0.0040284,0.0022844
1531,307,9,1.93,0.6,0.4,95.82,7.16,0.476116762,5785.613302,3.59948E+12,2.09887E+12,2.16024E+12,4.78853E+12,2.09887E+12,1.25136E+12,0.00485964,0.00648686,0.0060084,0.0034469,0.0029253,0.0023696
1532,307,4,2.17,0.78,0.32,90.35,6.79,0.476116762,5785.613302,3.59948E+12,2.09887E+12,2.16024E+12,4.78853E+12,2.09887E+12,1.25136E+12,0.00519757,0.00681286,0.0060437,0.0035237,0.0029498,0.0023597
1533,307,2,2.24,0.36,0.14,55.09,2.71,0.476116762,5785.613302,3.59948E+12,2.09887E+12,2.16024E+12,4.78853E+12,2.09887E+12,1.25136E+12,0.0065064,0.00973296,0.0098571,0.0054429,0.0047629,0.0042015
1534,307,1,2.14,0.44,0.26,59.1,3.02,0.476116762,5785.613302,3.59948E+12,2.09887E+12,2.16024E+12,4.78853E+12,2.09887E+12,1.25136E+12,0.00799976,0.01171309,0.0117368,0.0065312,0.0063645,0.0057554
1535,307,6,2.35,0.75,0.41,97.33,7.31,0.476116762,5785.613302,3.59948E+12,2.09887E+12,2.16024E+12,4.78853E+12,2.09887E+12,1.25136E+12,0.0053243,0.0071136,0.0063231,0.0036833,0.0031006,0.0025002
1536,308,5,2.15,0.83,0.37,89.27,6.04,0.413762315,11381.17344,4.0891E+12,1.96665E+12,1.00528E+13,1.04286E+13,0,5.94439E+12,0.00437782,0.00530737,0.00213806,0.0015531,0.0035979,0.0012739
1537,308,0,2.81,0.44,0.22,55.44,3.35,0.413762315,11381.17344,4.0891E+12,1.96665E+12,1.00528E+13,1.04286E+13,0,5.94439E+12,0.00931762,0.01379368,0.0048775,0.0039109,0.0127189,0.003419
1538,308,2,2.24,0.36,0.14,55.09,2.71,0.413762315,11381.17344,4.0891E+12,1.96665E+12,1.00528E+13,1.04286E+13,0,5.94439E+12,0.00643024,0.00876756,0.0035765,0.0030449,0.0095356,0.0027589
1539,308,9,1.93,0.6,0.4,95.82,7.16,0.413762315,11381.17344,4.0891E+12,1.96665E+12,1.00528E+13,1.04286E+13,0,5.94439E+12,0.00368072,0.00440947,0.00181042,0.00133232,0.0030513,0.0011077
1540,308,1,2.14,0.44,0.26,59.1,3.02,0.413762315,11381.17344,4.0891E+12,1.96665E+12,1.00528E+13,1.04286E+13,0,5.94439E+12,0.00685955,0.00895165,0.0034138,0.002794,0.0092727,0.0026732
1541,309,8,1.92,0.66,0.29,86.89,6.91,0.392908598,14790.45759,2.24965E+12,9.43631E+12,3.99044E+12,3.93241E+12,1.38106E+13,9.7179E+12,0.00415269,0.00221569,0.00275193,0.00228462,0.0006939,0.000491
1542,309,9,1.93,0.6,0.4,95.82,7.16,0.392908598,14790.45759,2.24965E+12,9.43631E+12,3.99044E+12,3.93241E+12,1.38106E+13,9.7179E+12,0.00411355,0.00220243,0.00278874,0.00233423,0.0007022,0.0004925
1543,309,4,2.17,0.78,0.32,90.35,6.79,0.392908598,14790.45759,2.24965E+12,9.43631E+12,3.99044E+12,3.93241E+12,1.38106E+13,9.7179E+12,0.00457388,0.00242132,0.00322691,0.00267595,0.0007971,0.0005267
1544,309,1,2.14,0.44,0.26,59.1,3.02,0.392908598,14790.45759,2.24965E+12,9.43631E+12,3.99044E+12,3.93241E+12,1.38106E+13,9.7179E+12,0.0113238,0.0055861,0.009368,0.0078548,0.0021434,0.0014274
1545,309,5,2.15,0.83,0.37,89.27,6.04,0.392908598,14790.45759,2.24965E+12,9.43631E+12,3.99044E+12,3.93241E+12,1.38106E+13,9.7179E+12,0.00507553,0.00269745,0.00350516,0.0029343,0.0008781,0.0005989
1546,310,0,2.81,0.44,0.22,55.44,3.35,0.377913655,13969.35248,2.13318E+12,1.3434E+13,5.8893E+12,1.12587E+13,0,5.65765E+12,0.00835658,0.00338577,0.0042206,0.0035279,0.0119319,0.0031646
1547,310,8,1.92,0.66,0.29,86.89,6.91,0.377913655,13969.35248,2.13318E+12,1.3434E+13,5.8893E+12,1.12587E+13,0,5.65765E+12,0.00398767,0.00169819,0.00194247,0.00149284,0.00296244,0.0010204
1548,310,11,1.71,0.61,0.22,93.45,7.31,0.377913655,13969.35248,2.13318E+12,1.3434E+13,5.8893E+12,1.12587E+13,0,5.65765E+12,0.00379967,0.00161553,0.0018984,0.00156633,0.0032375,0.0011065
1549,310,7,2.3,0.79,0.32,92.57,9.1,0.377913655,13969.35248,2.13318E+12,1.3434E+13,5.8893E+12,1.12587E+13,0,5.65765E+12,0.00524316,0.00217293,0.00246363,0.00175438,0.0038419,0.0013039
1550,310,4,2.17,0.78,0.32,90.35,6.79,0.377913655,13969.35248,2.13318E+12,1.3434E+13,5.8893E+12,1.12587E+13,0,5.65765E+12,0.00442729,0.00186229,0.00211129,0.00147156,0.00309491,0.0010846
1551,311,6,2.35,0.75,0.41,97.33,7.31,0.377559792,15644.7998,1.22656E+13,6.41321E+11,1.02271E+13,1.28336E+13,5.61982E+12,1.30489E+12,0.00256939,0.0078282,0.0027654,0.0013475,0.001841,0.0021463
1552,311,4,2.17,0.78,0.32,90.35,6.79,0.377559792,15644.7998,1.22656E+13,6.41321E+11,1.02271E+13,1.28336E+13,5.61982E+12,1.30489E+12,0.00199608,0.00575696,0.00215947,0.00104148,0.0014009,0.0015421
1553,311,10,1.64,0.56,0.22,105.37,5.89,0.377559792,15644.7998,1.22656E+13,6.41321E+11,1.02271E+13,1.28336E+13,5.61982E+12,1.30489E+12,0.00178152,0.00514171,0.00199553,0.0009816,0.00134703,0.0015209
1554,311,7,2.3,0.79,0.32,92.57,9.1,0.377559792,15644.7998,1.22656E+13,6.41321E+11,1.02271E+13,1.28336E+13,5.61982E+12,1.30489E+12,0.00246666,0.00718099,0.00258131,0.0012523,0.0016925,0.001896
1555,311,11,1.71,0.61,0.22,93.45,7.31,0.377559792,15644.7998,1.22656E+13,6.41321E+11,1.02271E+13,1.28336E+13,5.61982E+12,1.30489E+12,0.00191362,0.0052633,0.00199976,0.00098453,0.0013073,0.0015668
1556,312,0,2.81,0.44,0.22,55.44,3.35,0.409683721,11934.87117,5.06171E+12,1.18047E+13,7.23102E+12,0,4.53978E+12,4.32048E+12,0.00620826,0.00397764,0.0062045,0.024811,0.0055314,0.0024491
1557,312,2,2.24,0.36,0.14,55.09,2.71,0.409683721,11934.87117,5.06171E+12,1.18047E+13,7.23102E+12,0,4.53978E+12,4.32048E+12,0.00438056,0.00282785,0.00496844,0.0142344,0.0047634,0.002134
1558,312,9,1.93,0.6,0.4,95.82,7.16,0.409683721,11934.87117,5.06171E+12,1.18047E+13,7.23102E+12,0,4.53978E+12,4.32048E+12,0.00256723,0.00164855,0.00244058,0.00498446,0.002067,0.0009564
1559,312,6,2.35,0.75,0.41,97.33,7.31,0.409683721,11934.87117,5.06171E+12,1.18047E+13,7.23102E+12,0,4.53978E+12,4.32048E+12,0.00346754,0.00218609,0.00339101,0.00764288,0.0030063,0.0013241
1560,312,7,2.3,0.79,0.32,92.57,9.1,0.409683721,11934.87117,5.06171E+12,1.18047E+13,7.23102E+12,0,4.53978E+12,4.32048E+12,0.00390354,0.00243513,0.00370486,0.00862351,0.0032728,0.0014499
1561,313,0,2.81,0.44,0.22,55.44,3.35,0.423226504,14113.98211,9.98184E+12,3.68664E+11,6.20284E+12,5.70818E+12,2.86306E+12,9.40406E+12,0.00434326,0.02081671,0.0064706,0.0047524,0.0049015,0.0019691
1562,313,3,1.75,0.34,0.28,45.39,2.03,0.423226504,14113.98211,9.98184E+12,3.68664E+11,6.20284E+12,5.70818E+12,2.86306E+12,9.40406E+12,0.00431062,0.01710471,0.0060928,0.0042447,0.0043701,0.0017282
1563,313,7,2.3,0.79,0.32,92.57,9.1,0.423226504,14113.98211,9.98184E+12,3.68664E+11,6.20284E+12,5.70818E+12,2.86306E+12,9.40406E+12,0.00352217,0.01152164,0.0049299,0.0032884,0.0032202,0.0013175
1564,313,8,1.92,0.66,0.29,86.89,6.91,0.423226504,14113.98211,9.98184E+12,3.68664E+11,6.20284E+12,5.70818E+12,2.86306E+12,9.40406E+12,0.00240903,0.00650057,0.0030332,0.0020232,0.0019769,0.0007577
1565,313,5,2.15,0.83,0.37,89.27,6.04,0.423226504,14113.98211,9.98184E+12,3.68664E+11,6.20284E+12,5.70818E+12,2.86306E+12,9.40406E+12,0.00259564,0.00727201,0.00341115,0.0021839,0.0021023,0.0008503
1566,314,9,1.93,0.6,0.4,95.82,7.16,0.433384787,12691.26917,1.45481E+12,8.00332E+12,7.78431E+12,0,5.88507E+12,1.07712E+13,0.00486118,0.00240371,0.00235811,0.0049954,0.0019007,0.0005151
1567,314,7,2.3,0.79,0.32,92.57,9.1,0.433384787,12691.26917,1.45481E+12,8.00332E+12,7.78431E+12,0,5.88507E+12,1.07712E+13,0.00773443,0.00381017,0.0039942,0.0101489,0.0033747,0.0008932
1568,314,5,2.15,0.83,0.37,89.27,6.04,0.433384787,12691.26917,1.45481E+12,8.00332E+12,7.78431E+12,0,5.88507E+12,1.07712E+13,0.0052688,0.00262781,0.00250767,0.005339,0.0020063,0.0005398
1569,314,8,1.92,0.66,0.29,86.89,6.91,0.433384787,12691.26917,1.45481E+12,8.00332E+12,7.78431E+12,0,5.88507E+12,1.07712E+13,0.00535773,0.00275888,0.00256587,0.0054736,0.0019657,0.0005317
1570,314,1,2.14,0.44,0.26,59.1,3.02,0.433384787,12691.26917,1.45481E+12,8.00332E+12,7.78431E+12,0,5.88507E+12,1.07712E+13,0.0101966,0.00497032,0.0055023,0.0210465,0.0047263,0.0012624
1571,315,6,2.35,0.75,0.41,97.33,7.31,0.388882423,12743.25077,6.49123E+12,9.03746E+12,4.17605E+12,5.94066E+12,0,8.76507E+12,0.00331524,0.00307078,0.00399114,0.003461,0.0054716,0.0012504
1572,315,2,2.24,0.36,0.14,55.09,2.71,0.388882423,12743.25077,6.49123E+12,9.03746E+12,4.17605E+12,5.94066E+12,0,8.76507E+12,0.00513333,0.00516137,0.0069964,0.0062993,0.0129441,0.002238
1573,315,5,2.15,0.83,0.37,89.27,6.04,0.388882423,12743.25077,6.49123E+12,9.03746E+12,4.17605E+12,5.94066E+12,0,8.76507E+12,0.00283677,0.00271992,0.00342756,0.00285016,0.0041919,0.000996
1574,315,0,2.81,0.44,0.22,55.44,3.35,0.388882423,12743.25077,6.49123E+12,9.03746E+12,4.17605E+12,5.94066E+12,0,8.76507E+12,0.00420891,0.0041738,0.00559288,0.0054121,0.0127015,0.0022953
1575,315,9,1.93,0.6,0.4,95.82,7.16,0.388882423,12743.25077,6.49123E+12,9.03746E+12,4.17605E+12,5.94066E+12,0,8.76507E+12,0.00221339,0.00214197,0.00269565,0.00218087,0.0030354,0.000757
1576,316,8,1.92,0.66,0.29,86.89,6.91,0.319807357,21949.35885,1.03413E+13,1.43791E+13,4.00826E+12,1.0306E+13,7.90299E+12,1.15264E+13,0.00157564,0.00135294,0.0022383,0.00122941,0.00090465,0.0004204
1577,316,4,2.17,0.78,0.32,90.35,6.79,0.319807357,21949.35885,1.03413E+13,1.43791E+13,4.00826E+12,1.0306E+13,7.90299E+12,1.15264E+13,0.0018042,0.00163717,0.00272218,0.0014021,0.00101069,0.00047914
1578,316,1,2.14,0.44,0.26,59.1,3.02,0.319807357,21949.35885,1.03413E+13,1.43791E+13,4.00826E+12,1.0306E+13,7.90299E+12,1.15264E+13,0.00402678,0.00378372,0.0067328,0.0035806,0.002687,0.0012668
1579,316,6,2.35,0.75,0.41,97.33,7.31,0.319807357,21949.35885,1.03413E+13,1.43791E+13,4.00826E+12,1.0306E+13,7.90299E+12,1.15264E+13,0.00196088,0.00170885,0.00283374,0.00156475,0.00115092,0.00053665
1580,316,5,2.15,0.83,0.37,89.27,6.04,0.319807357,21949.35885,1.03413E+13,1.43791E+13,4.00826E+12,1.0306E+13,7.90299E+12,1.15264E+13,0.00175313,0.00158633,0.00262895,0.00135231,0.00097429,0.00046197
1581,317,5,2.15,0.83,0.37,89.27,6.04,0.399904051,11527.09987,2.15008E+12,7.07276E+12,3.78042E+12,1.40425E+13,4.27548E+12,1.14013E+12,0.00511679,0.00324433,0.00315948,0.0012444,0.0017752,0.0018392
1582,317,3,1.75,0.34,0.28,45.39,2.03,0.399904051,11527.09987,2.15008E+12,7.07276E+12,3.78042E+12,1.40425E+13,4.27548E+12,1.14013E+12,0.0115589,0.0073244,0.0081033,0.0032856,0.0056472,0.0069067
1583,317,1,2.14,0.44,0.26,59.1,3.02,0.399904051,11527.09987,2.15008E+12,7.07276E+12,3.78042E+12,1.40425E+13,4.27548E+12,1.14013E+12,0.0106814,0.0064381,0.0073238,0.0028813,0.0047548,0.0060341
1584,317,4,2.17,0.78,0.32,90.35,6.79,0.399904051,11527.09987,2.15008E+12,7.07276E+12,3.78042E+12,1.40425E+13,4.27548E+12,1.14013E+12,0.00474678,0.00302801,0.00295893,0.0011805,0.0015759,0.0016052
1585,317,10,1.64,0.56,0.22,105.37,5.89,0.399904051,11527.09987,2.15008E+12,7.07276E+12,3.78042E+12,1.40425E+13,4.27548E+12,1.14013E+12,0.0045707,0.00309277,0.00313775,0.0012808,0.0017797,0.0018696
1586,318,4,2.17,0.78,0.32,90.35,6.79,0.370969952,12664.15281,6.77066E+12,8.20891E+12,3.01245E+12,8.91825E+12,6.88649E+12,8.1009E+11,0.00253167,0.00252909,0.00337279,0.00163945,0.0012048,0.0016791
1587,318,9,1.93,0.6,0.4,95.82,7.16,0.370969952,12664.15281,6.77066E+12,8.20891E+12,3.01245E+12,8.91825E+12,6.88649E+12,8.1009E+11,0.00219608,0.00220214,0.00297882,0.00144987,0.00107371,0.0015029
1588,318,3,1.75,0.34,0.28,45.39,2.03,0.370969952,12664.15281,6.77066E+12,8.20891E+12,3.01245E+12,8.91825E+12,6.88649E+12,8.1009E+11,0.00431982,0.00483559,0.00745482,0.0034275,0.0025676,0.0042047
1589,318,1,2.14,0.44,0.26,59.1,3.02,0.370969952,12664.15281,6.77066E+12,8.20891E+12,3.01245E+12,8.91825E+12,6.88649E+12,8.1009E+11,0.00417978,0.00454886,0.0067917,0.0035174,0.0030964,0.0059167
1590,318,0,2.81,0.44,0.22,55.44,3.35,0.370969952,12664.15281,6.77066E+12,8.20891E+12,3.01245E+12,8.91825E+12,6.88649E+12,8.1009E+11,0.00511643,0.0059332,0.0101226,0.0045273,0.0035246,0.0068028
1591,319,4,2.17,0.78,0.32,90.35,6.79,0.426184136,9421.761804,5.79362E+12,3.01416E+12,4.88992E+12,1.07149E+13,0,6.62009E+11,0.00333037,0.00457482,0.00312429,0.0017788,0.0041861,0.0030953
1592,319,2,2.24,0.36,0.14,55.09,2.71,0.426184136,9421.761804,5.79362E+12,3.01416E+12,4.88992E+12,1.07149E+13,0,6.62009E+11,0.00431786,0.00654081,0.0047996,0.003151,0.0110832,0.0082537
1593,319,1,2.14,0.44,0.26,59.1,3.02,0.426184136,9421.761804,5.79362E+12,3.01416E+12,4.88992E+12,1.07149E+13,0,6.62009E+11,0.00530912,0.00790492,0.005725,0.0036273,0.0117868,0.0081451
1594,319,3,1.75,0.34,0.28,45.39,2.03,0.426184136,9421.761804,5.79362E+12,3.01416E+12,4.88992E+12,1.07149E+13,0,6.62009E+11,0.00567547,0.0088059,0.0064464,0.0040359,0.0162359,0.0113712
1595,319,5,2.15,0.83,0.37,89.27,6.04,0.426184136,9421.761804,5.79362E+12,3.01416E+12,4.88992E+12,1.07149E+13,0,6.62009E+11,0.00332371,0.00457363,0.00313096,0.0018025,0.0043159,0.0032045
1596,320,8,1.92,0.66,0.29,86.89,6.91,0.320463003,18867.20152,9.5234E+12,1.37685E+13,9.51273E+12,7.54496E+12,4.7378E+12,2.84702E+12,0.00172513,0.00134312,0.00145697,0.00143496,0.001326,0.0010476
1597,320,5,2.15,0.83,0.37,89.27,6.04,0.320463003,18867.20152,9.5234E+12,1.37685E+13,9.51273E+12,7.54496E+12,4.7378E+12,2.84702E+12,0.00200676,0.00156973,0.00168458,0.00160467,0.00139895,0.00116231
1598,320,9,1.93,0.6,0.4,95.82,7.16,0.320463003,18867.20152,9.5234E+12,1.37685E+13,9.51273E+12,7.54496E+12,4.7378E+12,2.84702E+12,0.00179576,0.00140238,0.00150364,0.0014299,0.00121787,0.00103985
1599,320,4,2.17,0.78,0.32,90.35,6.79,0.320463003,18867.20152,9.5234E+12,1.37685E+13,9.51273E+12,7.54496E+12,4.7378E+12,2.84702E+12,0.00206197,0.00161816,0.00174376,0.00166759,0.00146393,0.00121398
1600,320,1,2.14,0.44,0.26,59.1,3.02,0.320463003,18867.20152,9.5234E+12,1.37685E+13,9.51273E+12,7.54496E+12,4.7378E+12,2.84702E+12,0.00408548,0.00350825,0.00428035,0.00462,0.004622,0.0039928
1601,321,10,1.64,0.56,0.22,105.37,5.89,0.387129083,14148.77375,5.82583E+12,1.53917E+13,2.9151E+12,2.6051E+12,3.66879E+12,9.45013E+12,0.00223279,0.00137162,0.00330761,0.00318065,0.00183377,0.0005434
1602,321,4,2.17,0.78,0.32,90.35,6.79,0.387129083,14148.77375,5.82583E+12,1.53917E+13,2.9151E+12,2.6051E+12,3.66879E+12,9.45013E+12,0.00265339,0.00158914,0.00363078,0.00343095,0.0019445,0.0005956
1603,321,6,2.35,0.75,0.41,97.33,7.31,0.387129083,14148.77375,5.82583E+12,1.53917E+13,2.9151E+12,2.6051E+12,3.66879E+12,9.45013E+12,0.00330585,0.00208288,0.00491674,0.0048255,0.0029006,0.0008798
1604,321,8,1.92,0.66,0.29,86.89,6.91,0.387129083,14148.77375,5.82583E+12,1.53917E+13,2.9151E+12,2.6051E+12,3.66879E+12,9.45013E+12,0.00253451,0.00153575,0.00324723,0.00318212,0.0018833,0.0005886
1605,321,3,1.75,0.34,0.28,45.39,2.03,0.387129083,14148.77375,5.82583E+12,1.53917E+13,2.9151E+12,2.6051E+12,3.66879E+12,9.45013E+12,0.00433776,0.00262634,0.00683248,0.0071638,0.0045791,0.0013291
1606,322,0,2.81,0.44,0.22,55.44,3.35,0.387196461,18911.49841,1.26049E+13,2.30166E+12,5.19551E+12,4.3459E+12,1.1085E+13,1.16653E+13,0.00333948,0.00904005,0.0069772,0.005064,0.0018455,0.0008454
1607,322,9,1.93,0.6,0.4,95.82,7.16,0.387196461,18911.49841,1.26049E+13,2.30166E+12,5.19551E+12,4.3459E+12,1.1085E+13,1.16653E+13,0.00161476,0.00392686,0.00312827,0.00205914,0.0007515,0.0003542
1608,322,1,2.14,0.44,0.26,59.1,3.02,0.387196461,18911.49841,1.26049E+13,2.30166E+12,5.19551E+12,4.3459E+12,1.1085E+13,1.16653E+13,0.00418571,0.01273019,0.00936,0.0067313,0.0023411,0.0010113
1609,322,5,2.15,0.83,0.37,89.27,6.04,0.387196461,18911.49841,1.26049E+13,2.30166E+12,5.19551E+12,4.3459E+12,1.1085E+13,1.16653E+13,0.00208302,0.00514987,0.004028,0.0026863,0.000969,0.0004486
1610,322,3,1.75,0.34,0.28,45.39,2.03,0.387196461,18911.49841,1.26049E+13,2.30166E+12,5.19551E+12,4.3459E+12,1.1085E+13,1.16653E+13,0.00333068,0.00913663,0.006751,0.0051819,0.001927,0.0008832
1611,323,3,1.75,0.34,0.28,45.39,2.03,0.447888195,11672.98977,1.06937E+13,8.88841E+12,1.42877E+12,2.29299E+12,0,7.66055E+12,0.00258749,0.00398437,0.00923408,0.0097195,0.0117553,0.0022252
1612,323,7,2.3,0.79,0.32,92.57,9.1,0.447888195,11672.98977,1.06937E+13,8.88841E+12,1.42877E+12,2.29299E+12,0,7.66055E+12,0.00210562,0.00322692,0.007006,0.0067041,0.0064555,0.00127
1613,323,2,2.24,0.36,0.14,55.09,2.71,0.447888195,11672.98977,1.06937E+13,8.88841E+12,1.42877E+12,2.29299E+12,0,7.66055E+12,0.00213221,0.00307862,0.00690519,0.0077077,0.0090809,0.0017397
1614,323,1,2.14,0.44,0.26,59.1,3.02,0.447888195,11672.98977,1.06937E+13,8.88841E+12,1.42877E+12,2.29299E+12,0,7.66055E+12,0.00334663,0.005579,0.014432,0.0137885,0.0152539,0.0023301
1615,323,11,1.71,0.61,0.22,93.45,7.31,0.447888195,11672.98977,1.06937E+13,8.88841E+12,1.42877E+12,2.29299E+12,0,7.66055E+12,0.00173156,0.00259606,0.00548741,0.0052761,0.0049542,0.0010192
1616,324,2,2.24,0.36,0.14,55.09,2.71,0.420879696,9354.117745,1.0486E+12,9.43132E+12,9.32831E+12,2.40606E+12,2.35706E+12,7.89319E+11,0.00928385,0.00385135,0.0034588,0.0069741,0.0064614,0.0058394
1617,324,4,2.17,0.78,0.32,90.35,6.79,0.420879696,9354.117745,1.0486E+12,9.43132E+12,9.32831E+12,2.40606E+12,2.35706E+12,7.89319E+11,0.00612606,0.00249023,0.00193931,0.0033017,0.0027793,0.0021762
1618,324,5,2.15,0.83,0.37,89.27,6.04,0.420879696,9354.117745,1.0486E+12,9.43132E+12,9.32831E+12,2.40606E+12,2.35706E+12,7.89319E+11,0.00630504,0.00256122,0.00200024,0.0034212,0.002895,0.0022669
1619,324,7,2.3,0.79,0.32,92.57,9.1,0.420879696,9354.117745,1.0486E+12,9.43132E+12,9.32831E+12,2.40606E+12,2.35706E+12,7.89319E+11,0.00857831,0.00345999,0.002815,0.0050829,0.0045124,0.0036948
1620,324,11,1.71,0.61,0.22,93.45,7.31,0.420879696,9354.117745,1.0486E+12,9.43132E+12,9.32831E+12,2.40606E+12,2.35706E+12,7.89319E+11,0.00530116,0.00235568,0.00183204,0.00311302,0.0028114,0.002174
1621,325,11,1.71,0.61,0.22,93.45,7.31,0.450937989,12256.32252,0,3.0813E+12,8.04698E+12,1.2436E+13,3.84793E+12,5.02141E+12,0.00865056,0.00521644,0.0021869,0.0012204,0.0014642,0.0009236
1622,325,6,2.35,0.75,0.41,97.33,7.31,0.450937989,12256.32252,0,3.0813E+12,8.04698E+12,1.2436E+13,3.84793E+12,5.02141E+12,0.0105552,0.0062129,0.0025404,0.0013917,0.001675,0.0010622
1623,325,2,2.24,0.36,0.14,55.09,2.71,0.450937989,12256.32252,0,3.0813E+12,8.04698E+12,1.2436E+13,3.84793E+12,5.02141E+12,0.0130714,0.0076535,0.0031498,0.0017428,0.002186,0.001443
1624,325,0,2.81,0.44,0.22,55.44,3.35,0.450937989,12256.32252,0,3.0813E+12,8.04698E+12,1.2436E+13,3.84793E+12,5.02141E+12,0.0242224,0.011595,0.0044288,0.0024795,0.003246,0.0021693
1625,325,5,2.15,0.83,0.37,89.27,6.04,0.450937989,12256.32252,0,3.0813E+12,8.04698E+12,1.2436E+13,3.84793E+12,5.02141E+12,0.00903545,0.00537225,0.002219,0.001227,0.0014636,0.0009238
1626,326,4,2.17,0.78,0.32,90.35,6.79,0.358172841,14853.12196,8.97184E+12,6.75075E+12,1.10491E+13,1.24377E+12,1.02134E+13,2.02837E+12,0.00228205,0.0023907,0.00185316,0.00312009,0.0012151,0.0010055
1627,326,9,1.93,0.6,0.4,95.82,7.16,0.358172841,14853.12196,8.97184E+12,6.75075E+12,1.10491E+13,1.24377E+12,1.02134E+13,2.02837E+12,0.0019875,0.00207595,0.00163862,0.00277712,0.00109414,0.00089347
1628,326,6,2.35,0.75,0.41,97.33,7.31,0.358172841,14853.12196,8.97184E+12,6.75075E+12,1.10491E+13,1.24377E+12,1.02134E+13,2.02837E+12,0.00225582,0.00243888,0.0019485,0.00339722,0.0013294,0.0011484
1629,326,1,2.14,0.44,0.26,59.1,3.02,0.358172841,14853.12196,8.97184E+12,6.75075E+12,1.10491E+13,1.24377E+12,1.02134E+13,2.02837E+12,0.00392567,0.00437159,0.00383998,0.0092764,0.0031735,0.0031896
1630,326,10,1.64,0.56,0.22,105.37,5.89,0.358172841,14853.12196,8.97184E+12,6.75075E+12,1.10491E+13,1.24377E+12,1.02134E+13,2.02837E+12,0.00187459,0.00203245,0.00160436,0.00280482,0.00109915,0.00098919
1631,327,7,2.3,0.79,0.32,92.57,9.1,0.402944177,14229.85477,2.23538E+11,8.86563E+12,1.03754E+13,4.43806E+12,1.14932E+13,4.27548E+12,0.0107609,0.0037953,0.002303,0.0028613,0.0013755,0.0010653
