ID,Modelo,Sismo,PGA,PGV,PGD,Dur,Ia,T,Costo,R1,R2,R3,R4,R5,R6,D1,D2,D3,D4,D5,D6
1400,280,3,1.75,0.34,0.28,45.39,2.03,0.424647148,10937.43381,1.27101E+13,8.34239E+11,5.37926E+12,4.00435E+12,1.86566E+12,4.54608E+12,0.00330577,0.01467592,0.0079916,0.007332,0.008491,0.0035176
1401,281,7,2.3,0.79,0.32,92.57,9.1,0.44283555,8616.877242,5.55615E+12,1.20077E+12,5.3586E+12,2.05223E+12,5.36319E+12,4.93574E+12,0.00456375,0.00863615,0.0052496,0.005158,0.0026117,0.0011407
1402,281,4,2.17,0.78,0.32,90.35,6.79,0.44283555,8616.877242,5.55615E+12,1.20077E+12,5.3586E+12,2.05223E+12,5.36319E+12,4.93574E+12,0.0034351,0.00582596,0.00355399,0.0032902,0.00165,0.000735
1403,281,0,2.81,0.44,0.22,55.44,3.35,0.44283555,8616.877242,5.55615E+12,1.20077E+12,5.3586E+12,2.05223E+12,5.36319E+12,4.93574E+12,0.00649512,0.01384941,0.0075312,0.0079654,0.004088,0.0018909
1404,281,1,2.14,0.44,0.26,59.1,3.02,0.44283555,8616.877242,5.55615E+12,1.20077E+12,5.3586E+12,2.05223E+12,5.36319E+12,4.93574E+12,0.00721921,0.01641391,0.0086724,0.0091258,0.0044179,0.0018728
1405,281,8,1.92,0.66,0.29,86.89,6.91,0.44283555,8616.877242,5.55615E+12,1.20077E+12,5.3586E+12,2.05223E+12,5.36319E+12,4.93574E+12,0.00331686,0.00577336,0.00355098,0.0031424,0.0016595,0.0007105
1406,282,2,2.24,0.36,0.14,55.09,2.71,0.389716095,19369.06887,1.0743E+13,5.90484E+12,8.11346E+12,6.87898E+11,3.37708E+12,1.7849E+13,0.00373479,0.00576159,0.00578982,0.0131948,0.0059104,0.0011283
1407,282,11,1.71,0.61,0.22,93.45,7.31,0.389716095,19369.06887,1.0743E+13,5.90484E+12,8.11346E+12,6.87898E+11,3.37708E+12,1.7849E+13,0.00172426,0.00247235,0.00247853,0.00448122,0.0022984,0.000493
1408,282,7,2.3,0.79,0.32,92.57,9.1,0.389716095,19369.06887,1.0743E+13,5.90484E+12,8.11346E+12,6.87898E+11,3.37708E+12,1.7849E+13,0.00234935,0.00315888,0.00309353,0.00562065,0.0028798,0.0005862
1409,282,9,1.93,0.6,0.4,95.82,7.16,0.389716095,19369.06887,1.0743E+13,5.90484E+12,8.11346E+12,6.87898E+11,3.37708E+12,1.7849E+13,0.00163432,0.00231773,0.00224265,0.0038845,0.00199275,0.0004356
1410,282,3,1.75,0.34,0.28,45.39,2.03,0.389716095,19369.06887,1.0743E+13,5.90484E+12,8.11346E+12,6.87898E+11,3.37708E+12,1.7849E+13,0.00386225,0.00557799,0.00559846,0.014262,0.006636,0.0011433
1411,283,11,1.71,0.61,0.22,93.45,7.31,0.397455735,10169.55279,5.43295E+12,7.46265E+12,5.98776E+12,6.38466E+12,0,2.16024E+12,0.00290532,0.00247179,0.00240422,0.00243387,0.0042974,0.0022168
1412,283,1,2.14,0.44,0.26,59.1,3.02,0.397455735,10169.55279,5.43295E+12,7.46265E+12,5.98776E+12,6.38466E+12,0,2.16024E+12,0.00555554,0.00577531,0.0051621,0.0050217,0.0136179,0.0062939
1413,283,2,2.24,0.36,0.14,55.09,2.71,0.397455735,10169.55279,5.43295E+12,7.46265E+12,5.98776E+12,6.38466E+12,0,2.16024E+12,0.00530281,0.00499469,0.0049894,0.0055152,0.013376,0.0057277
1414,283,4,2.17,0.78,0.32,90.35,6.79,0.397455735,10169.55279,5.43295E+12,7.46265E+12,5.98776E+12,6.38466E+12,0,2.16024E+12,0.00285613,0.00270178,0.00231103,0.00211866,0.00370118,0.0019619
1415,283,9,1.93,0.6,0.4,95.82,7.16,0.397455735,10169.55279,5.43295E+12,7.46265E+12,5.98776E+12,6.38466E+12,0,2.16024E+12,0.00257816,0.00233284,0.00204077,0.00199545,0.00336714,0.0018098
1416,284,10,1.64,0.56,0.22,105.37,5.89,0.431884968,12222.41561,1.03422E+13,1.28356E+13,2.33208E+12,8.9785E+11,2.21198E+12,4.14518E+12,0.00151834,0.00171118,0.00438853,0.00523721,0.0030335,0.0009796
1417,284,5,2.15,0.83,0.37,89.27,6.04,0.431884968,12222.41561,1.03422E+13,1.28356E+13,2.33208E+12,8.9785E+11,2.21198E+12,4.14518E+12,0.00183893,0.00187364,0.00464091,0.0055271,0.0031425,0.0010635
1418,284,1,2.14,0.44,0.26,59.1,3.02,0.431884968,12222.41561,1.03422E+13,1.28356E+13,2.33208E+12,8.9785E+11,2.21198E+12,4.14518E+12,0.00318879,0.00336073,0.01015041,0.0139196,0.008183,0.0027424
1419,284,0,2.81,0.44,0.22,55.44,3.35,0.431884968,12222.41561,1.03422E+13,1.28356E+13,2.33208E+12,8.9785E+11,2.21198E+12,4.14518E+12,0.00317791,0.00377631,0.01142263,0.0146045,0.0079374,0.0026248
1420,284,7,2.3,0.79,0.32,92.57,9.1,0.431884968,12222.41561,1.03422E+13,1.28356E+13,2.33208E+12,8.9785E+11,2.21198E+12,4.14518E+12,0.00240282,0.00260522,0.00749016,0.0095398,0.0054444,0.0017802
1421,285,0,2.81,0.44,0.22,55.44,3.35,0.447125737,10829.29156,2.83995E+12,1.00109E+12,8.14855E+12,2.48755E+12,8.93089E+12,6.70921E+12,0.011809,0.0196672,0.0070246,0.0080885,0.0033459,0.0016745
1422,285,7,2.3,0.79,0.32,92.57,9.1,0.447125737,10829.29156,2.83995E+12,1.00109E+12,8.14855E+12,2.48755E+12,8.93089E+12,6.70921E+12,0.00640217,0.00846573,0.0036807,0.0035982,0.0014944,0.0007118
1423,285,6,2.35,0.75,0.41,97.33,7.31,0.447125737,10829.29156,2.83995E+12,1.00109E+12,8.14855E+12,2.48755E+12,8.93089E+12,6.70921E+12,0.00628671,0.00804566,0.0034423,0.0032847,0.001347,0.0005894
1424,285,8,1.92,0.66,0.29,86.89,6.91,0.447125737,10829.29156,2.83995E+12,1.00109E+12,8.14855E+12,2.48755E+12,8.93089E+12,6.70921E+12,0.00487113,0.00614454,0.0027306,0.00259,0.0010667,0.0004963
1425,285,9,1.93,0.6,0.4,95.82,7.16,0.447125737,10829.29156,2.83995E+12,1.00109E+12,8.14855E+12,2.48755E+12,8.93089E+12,6.70921E+12,0.00476784,0.00605036,0.0026986,0.002585,0.001132,0.000548
1426,286,7,2.3,0.79,0.32,92.57,9.1,0.415723256,9780.487806,7.7366E+12,2.37758E+12,1.11489E+13,2.33798E+12,8.84581E+11,1.63091E+12,0.00328017,0.00533462,0.00259754,0.0047943,0.0055444,0.0030995
1427,286,5,2.15,0.83,0.37,89.27,6.04,0.415723256,9780.487806,7.7366E+12,2.37758E+12,1.11489E+13,2.33798E+12,8.84581E+11,1.63091E+12,0.00274245,0.00420945,0.00202973,0.00348347,0.003874,0.0021461
1428,286,0,2.81,0.44,0.22,55.44,3.35,0.415723256,9780.487806,7.7366E+12,2.37758E+12,1.11489E+13,2.33798E+12,8.84581E+11,1.63091E+12,0.00567582,0.01082168,0.0046516,0.0094287,0.0126457,0.006614
1429,286,10,1.64,0.56,0.22,105.37,5.89,0.415723256,9780.487806,7.7366E+12,2.37758E+12,1.11489E+13,2.33798E+12,8.84581E+11,1.63091E+12,0.00212631,0.00343756,0.00174295,0.00293029,0.0033135,0.0018398
1430,286,2,2.24,0.36,0.14,55.09,2.71,0.415723256,9780.487806,7.7366E+12,2.37758E+12,1.11489E+13,2.33798E+12,8.84581E+11,1.63091E+12,0.0036655,0.0064315,0.00340107,0.0073487,0.0090658,0.0051096
1431,287,4,2.17,0.78,0.32,90.35,6.79,0.491076481,7775.415271,4.00396E+12,0,6.2774E+12,2.79331E+12,0,9.02413E+12,0.0055077,0.0109532,0.0042699,0.0040924,0.0050936,0.0010076
1432,287,11,1.71,0.61,0.22,93.45,7.31,0.491076481,7775.415271,4.00396E+12,0,6.2774E+12,2.79331E+12,0,9.02413E+12,0.00488803,0.00972392,0.0040371,0.0040698,0.0051929,0.0010254
1433,287,5,2.15,0.83,0.37,89.27,6.04,0.491076481,7775.415271,4.00396E+12,0,6.2774E+12,2.79331E+12,0,9.02413E+12,0.00491036,0.00926437,0.0037871,0.0036483,0.0044423,0.000888
1434,287,9,1.93,0.6,0.4,95.82,7.16,0.491076481,7775.415271,4.00396E+12,0,6.2774E+12,2.79331E+12,0,9.02413E+12,0.00558568,0.01144112,0.0045133,0.0044799,0.005711,0.0011013
1435,287,8,1.92,0.66,0.29,86.89,6.91,0.491076481,7775.415271,4.00396E+12,0,6.2774E+12,2.79331E+12,0,9.02413E+12,0.00573924,0.01173671,0.0045871,0.0045551,0.0058269,0.0011337
1436,288,11,1.71,0.61,0.22,93.45,7.31,0.438906922,10532.32559,6.92968E+12,4.29102E+12,9.12101E+11,6.00652E+12,8.0087E+12,0,0.00256393,0.00426094,0.00606113,0.0026282,0.0014563,0.002495
1437,288,3,1.75,0.34,0.28,45.39,2.03,0.438906922,10532.32559,6.92968E+12,4.29102E+12,9.12101E+11,6.00652E+12,8.0087E+12,0,0.00444771,0.00864327,0.0135644,0.0053592,0.003492,0.0087098
1438,288,10,1.64,0.56,0.22,105.37,5.89,0.438906922,10532.32559,6.92968E+12,4.29102E+12,9.12101E+11,6.00652E+12,8.0087E+12,0,0.00211148,0.0035616,0.00504203,0.0022188,0.0012361,0.0020979
1439,288,1,2.14,0.44,0.26,59.1,3.02,0.438906922,10532.32559,6.92968E+12,4.29102E+12,9.12101E+11,6.00652E+12,8.0087E+12,0,0.0045697,0.00888112,0.01485,0.0060102,0.0036369,0.0095055
1440,288,7,2.3,0.79,0.32,92.57,9.1,0.438906922,10532.32559,6.92968E+12,4.29102E+12,9.12101E+11,6.00652E+12,8.0087E+12,0,0.00360724,0.00643756,0.0098794,0.0040881,0.0023515,0.0044957
1441,289,1,2.14,0.44,0.26,59.1,3.02,0.352168214,17059.91059,6.06201E+12,1.28029E+13,7.39582E+12,4.10446E+12,4.06508E+12,6.2707E+12,0.0048711,0.00338144,0.00474546,0.0055442,0.0039282,0.001798
1442,289,4,2.17,0.78,0.32,90.35,6.79,0.352168214,17059.91059,6.06201E+12,1.28029E+13,7.39582E+12,4.10446E+12,4.06508E+12,6.2707E+12,0.00274057,0.00164307,0.00208438,0.00240936,0.00162775,0.0006924
1443,289,3,1.75,0.34,0.28,45.39,2.03,0.352168214,17059.91059,6.06201E+12,1.28029E+13,7.39582E+12,4.10446E+12,4.06508E+12,6.2707E+12,0.00612291,0.00389749,0.00559537,0.0080572,0.0056924,0.0023972
1444,289,11,1.71,0.61,0.22,93.45,7.31,0.352168214,17059.91059,6.06201E+12,1.28029E+13,7.39582E+12,4.10446E+12,4.06508E+12,6.2707E+12,0.00248709,0.00152112,0.00207635,0.00237159,0.00166782,0.00069823
1445,289,5,2.15,0.83,0.37,89.27,6.04,0.352168214,17059.91059,6.06201E+12,1.28029E+13,7.39582E+12,4.10446E+12,4.06508E+12,6.2707E+12,0.00278373,0.0016752,0.0020728,0.00247798,0.00168027,0.0007147
1446,290,11,1.71,0.61,0.22,93.45,7.31,0.476973358,8864.141142,3.84486E+12,7.02078E+12,0,3.44245E+12,1.71019E+12,7.3752E+12,0.00354431,0.00370445,0.00886484,0.0048111,0.0029008,0.0007842
1447,290,0,2.81,0.44,0.22,55.44,3.35,0.476973358,8864.141142,3.84486E+12,7.02078E+12,0,3.44245E+12,1.71019E+12,7.3752E+12,0.0057078,0.00616903,0.02676157,0.0094578,0.0063508,0.0016075
1448,290,8,1.92,0.66,0.29,86.89,6.91,0.476973358,8864.141142,3.84486E+12,7.02078E+12,0,3.44245E+12,1.71019E+12,7.3752E+12,0.00363735,0.00365282,0.00841438,0.0045736,0.002782,0.0007586
1449,290,7,2.3,0.79,0.32,92.57,9.1,0.476973358,8864.141142,3.84486E+12,7.02078E+12,0,3.44245E+12,1.71019E+12,7.3752E+12,0.0038858,0.00389033,0.00900941,0.0048776,0.0029698,0.0008569
1450,290,6,2.35,0.75,0.41,97.33,7.31,0.476973358,8864.141142,3.84486E+12,7.02078E+12,0,3.44245E+12,1.71019E+12,7.3752E+12,0.00414794,0.00419643,0.01000663,0.0052838,0.0031974,0.0008616
1451,291,5,2.15,0.83,0.37,89.27,6.04,0.480798826,7311.125276,5.09175E+12,3.0722E+12,3.26705E+12,0,4.78853E+12,2.36796E+12,0.00341132,0.00462729,0.00495044,0.006436,0.0026228,0.0014326
1452,291,0,2.81,0.44,0.22,55.44,3.35,0.480798826,7311.125276,5.09175E+12,3.0722E+12,3.26705E+12,0,4.78853E+12,2.36796E+12,0.00644208,0.00952245,0.0105684,0.0220981,0.0062835,0.0041785
1453,291,10,1.64,0.56,0.22,105.37,5.89,0.480798826,7311.125276,5.09175E+12,3.0722E+12,3.26705E+12,0,4.78853E+12,2.36796E+12,0.00311712,0.00434467,0.00481741,0.0064417,0.0026438,0.0014601
1454,291,4,2.17,0.78,0.32,90.35,6.79,0.480798826,7311.125276,5.09175E+12,3.0722E+12,3.26705E+12,0,4.78853E+12,2.36796E+12,0.00397115,0.00540674,0.00582401,0.0079217,0.0031524,0.0017531
1455,291,7,2.3,0.79,0.32,92.57,9.1,0.480798826,7311.125276,5.09175E+12,3.0722E+12,3.26705E+12,0,4.78853E+12,2.36796E+12,0.00373487,0.00514037,0.00559927,0.0077893,0.0029883,0.0016791
1456,292,11,1.71,0.61,0.22,93.45,7.31,0.398348024,13955.65936,8.75191E+12,8.58992E+12,2.42277E+12,4.56371E+12,8.92273E+11,1.11598E+13,0.00207378,0.00254413,0.00398459,0.0030608,0.0030306,0.0007308
1457,292,10,1.64,0.56,0.22,105.37,5.89,0.398348024,13955.65936,8.75191E+12,8.58992E+12,2.42277E+12,4.56371E+12,8.92273E+11,1.11598E+13,0.00198861,0.00241045,0.00393942,0.00296973,0.0029597,0.000717
1458,292,4,2.17,0.78,0.32,90.35,6.79,0.398348024,13955.65936,8.75191E+12,8.58992E+12,2.42277E+12,4.56371E+12,8.92273E+11,1.11598E+13,0.0021729,0.00240312,0.00390855,0.00280891,0.0026587,0.0006254
1459,292,1,2.14,0.44,0.26,59.1,3.02,0.398348024,13955.65936,8.75191E+12,8.58992E+12,2.42277E+12,4.56371E+12,8.92273E+11,1.11598E+13,0.00406715,0.0049689,0.0107263,0.0075129,0.0082497,0.0017079
1460,292,3,1.75,0.34,0.28,45.39,2.03,0.398348024,13955.65936,8.75191E+12,8.58992E+12,2.42277E+12,4.56371E+12,8.92273E+11,1.11598E+13,0.0042013,0.00518877,0.01057906,0.0080242,0.0097036,0.0019096
1461,293,2,2.24,0.36,0.14,55.09,2.71,0.359874442,19423.52182,6.87698E+12,1.93151E+12,1.25816E+13,1.28703E+13,1.28934E+13,2.29261E+12,0.00545141,0.01015209,0.0034475,0.0019722,0.0017006,0.0027699
1462,293,3,1.75,0.34,0.28,45.39,2.03,0.359874442,19423.52182,6.87698E+12,1.93151E+12,1.25816E+13,1.28703E+13,1.28934E+13,2.29261E+12,0.00515341,0.00975869,0.0033622,0.0021099,0.0018858,0.00281
1463,293,9,1.93,0.6,0.4,95.82,7.16,0.359874442,19423.52182,6.87698E+12,1.93151E+12,1.25816E+13,1.28703E+13,1.28934E+13,2.29261E+12,0.00243439,0.00368876,0.00144134,0.00082574,0.00069889,0.00096849
1464,293,11,1.71,0.61,0.22,93.45,7.31,0.359874442,19423.52182,6.87698E+12,1.93151E+12,1.25816E+13,1.28703E+13,1.28934E+13,2.29261E+12,0.00244582,0.00385587,0.00150701,0.00086388,0.0006993,0.00097596
1465,293,0,2.81,0.44,0.22,55.44,3.35,0.359874442,19423.52182,6.87698E+12,1.93151E+12,1.25816E+13,1.28703E+13,1.28934E+13,2.29261E+12,0.00656934,0.01339636,0.0043366,0.0026909,0.0023866,0.003526
1466,294,5,2.15,0.83,0.37,89.27,6.04,0.298493444,21839.62995,1.3062E+13,1.15883E+13,8.00584E+12,1.16567E+13,9.63149E+12,3.67563E+12,0.00158179,0.00167351,0.00176192,0.00111301,0.00090688,0.00094881
1467,294,11,1.71,0.61,0.22,93.45,7.31,0.298493444,21839.62995,1.3062E+13,1.15883E+13,8.00584E+12,1.16567E+13,9.63149E+12,3.67563E+12,0.0013274,0.00146969,0.00162188,0.00109042,0.00086977,0.00090295
1468,294,8,1.92,0.66,0.29,86.89,6.91,0.298493444,21839.62995,1.3062E+13,1.15883E+13,8.00584E+12,1.16567E+13,9.63149E+12,3.67563E+12,0.00138161,0.00145312,0.00153919,0.00102471,0.00080445,0.00082309
1469,294,2,2.24,0.36,0.14,55.09,2.71,0.298493444,21839.62995,1.3062E+13,1.15883E+13,8.00584E+12,1.16567E+13,9.63149E+12,3.67563E+12,0.00292562,0.00340157,0.00399057,0.0028199,0.0024903,0.0028326
1470,294,9,1.93,0.6,0.4,95.82,7.16,0.298493444,21839.62995,1.3062E+13,1.15883E+13,8.00584E+12,1.16567E+13,9.63149E+12,3.67563E+12,0.00139547,0.00146729,0.00153791,0.0009365,0.00079814,0.00084122
1471,295,8,1.92,0.66,0.29,86.89,6.91,0.298436231,24762.16708,8.99475E+12,1.65504E+13,1.07679E+13,6.51884E+12,1.28788E+13,7.59434E+12,0.00176331,0.00116211,0.00135843,0.00145792,0.00072936,0.00052536
1472,295,1,2.14,0.44,0.26,59.1,3.02,0.298436231,24762.16708,8.99475E+12,1.65504E+13,1.07679E+13,6.51884E+12,1.28788E+13,7.59434E+12,0.00508891,0.00368509,0.004666,0.0055646,0.0029891,0.002422
1473,295,3,1.75,0.34,0.28,45.39,2.03,0.298436231,24762.16708,8.99475E+12,1.65504E+13,1.07679E+13,6.51884E+12,1.28788E+13,7.59434E+12,0.00374579,0.00260023,0.00298228,0.00330405,0.001699,0.0013195
1474,295,0,2.81,0.44,0.22,55.44,3.35,0.298436231,24762.16708,8.99475E+12,1.65504E+13,1.07679E+13,6.51884E+12,1.28788E+13,7.59434E+12,0.00418083,0.00286701,0.00379785,0.0045743,0.0024207,0.0018423
1475,295,10,1.64,0.56,0.22,105.37,5.89,0.298436231,24762.16708,8.99475E+12,1.65504E+13,1.07679E+13,6.51884E+12,1.28788E+13,7.59434E+12,0.00145176,0.00095505,0.00115135,0.00123778,0.00062225,0.00043036
1476,296,9,1.93,0.6,0.4,95.82,7.16,0.332277287,18757.59107,6.8029E+12,6.45654E+12,1.35438E+13,8.88351E+12,5.00543E+12,1.04286E+13,0.00235977,0.00226635,0.00128986,0.00123258,0.00119828,0.00053172
1477,296,10,1.64,0.56,0.22,105.37,5.89,0.332277287,18757.59107,6.8029E+12,6.45654E+12,1.35438E+13,8.88351E+12,5.00543E+12,1.04286E+13,0.00212124,0.00208252,0.00109769,0.00109598,0.00104418,0.00043728
1478,296,8,1.92,0.66,0.29,86.89,6.91,0.332277287,18757.59107,6.8029E+12,6.45654E+12,1.35438E+13,8.88351E+12,5.00543E+12,1.04286E+13,0.00243199,0.00237765,0.00124683,0.00123457,0.00117393,0.00049797
1479,296,2,2.24,0.36,0.14,55.09,2.71,0.332277287,18757.59107,6.8029E+12,6.45654E+12,1.35438E+13,8.88351E+12,5.00543E+12,1.04286E+13,0.00562998,0.00585572,0.0034602,0.0036409,0.0037741,0.001575
1480,296,0,2.81,0.44,0.22,55.44,3.35,0.332277287,18757.59107,6.8029E+12,6.45654E+12,1.35438E+13,8.88351E+12,5.00543E+12,1.04286E+13,0.00569592,0.00594948,0.0033097,0.0035498,0.0037182,0.0015735
1481,297,11,1.71,0.61,0.22,93.45,7.31,0.449085902,9503.53167,2.88028E+12,5.83019E+11,7.50529E+12,8.13932E+12,3.31005E+12,3.06303E+12,0.00510361,0.00735189,0.0028415,0.0016367,0.0018962,0.0012829
1482,297,3,1.75,0.34,0.28,45.39,2.03,0.449085902,9503.53167,2.88028E+12,5.83019E+11,7.50529E+12,8.13932E+12,3.31005E+12,3.06303E+12,0.00863127,0.01369853,0.0045088,0.0025316,0.0030356,0.0021553
1483,297,5,2.15,0.83,0.37,89.27,6.04,0.449085902,9503.53167,2.88028E+12,5.83019E+11,7.50529E+12,8.13932E+12,3.31005E+12,3.06303E+12,0.0050322,0.00687911,0.0026828,0.0015213,0.0016784,0.0011231
1484,297,0,2.81,0.44,0.22,55.44,3.35,0.449085902,9503.53167,2.88028E+12,5.83019E+11,7.50529E+12,8.13932E+12,3.31005E+12,3.06303E+12,0.0112606,0.0214147,0.0059655,0.0038169,0.0049783,0.0035243
1485,297,2,2.24,0.36,0.14,55.09,2.71,0.449085902,9503.53167,2.88028E+12,5.83019E+11,7.50529E+12,8.13932E+12,3.31005E+12,3.06303E+12,0.00647545,0.01010116,0.0037151,0.0022546,0.0027494,0.0022629
1486,298,5,2.15,0.83,0.37,89.27,6.04,0.393990344,14222.83926,9.31752E+12,9.6859E+12,2.30876E+12,7.57246E+12,0,9.12101E+12,0.00212169,0.00243404,0.00411292,0.0025956,0.0038572,0.00118
1487,298,4,2.17,0.78,0.32,90.35,6.79,0.393990344,14222.83926,9.31752E+12,9.6859E+12,2.30876E+12,7.57246E+12,0,9.12101E+12,0.00207174,0.00231979,0.00376127,0.00233948,0.00333,0.0010317
1488,298,0,2.81,0.44,0.22,55.44,3.35,0.393990344,14222.83926,9.31752E+12,9.6859E+12,2.30876E+12,7.57246E+12,0,9.12101E+12,0.00337311,0.00410976,0.00731931,0.0052352,0.0133284,0.0029249
1489,298,11,1.71,0.61,0.22,93.45,7.31,0.393990344,14222.83926,9.31752E+12,9.6859E+12,2.30876E+12,7.57246E+12,0,9.12101E+12,0.00179002,0.00221643,0.00384223,0.00247283,0.0036719,0.0011414
1490,298,1,2.14,0.44,0.26,59.1,3.02,0.393990344,14222.83926,9.31752E+12,9.6859E+12,2.30876E+12,7.57246E+12,0,9.12101E+12,0.00319567,0.00404495,0.00773317,0.005595,0.0131788,0.0029477
1491,299,3,1.75,0.34,0.28,45.39,2.03,0.427278022,9929.377894,3.16635E+12,8.84793E+12,2.21863E+12,2.11086E+12,6.23877E+12,5.30493E+12,0.00884715,0.00576855,0.0124228,0.0104867,0.0047014,0.0023086
1492,299,8,1.92,0.66,0.29,86.89,6.91,0.427278022,9929.377894,3.16635E+12,8.84793E+12,2.21863E+12,2.11086E+12,6.23877E+12,5.30493E+12,0.00354484,0.00248838,0.00436111,0.0036757,0.001537,0.0007447
1493,299,0,2.81,0.44,0.22,55.44,3.35,0.427278022,9929.377894,3.16635E+12,8.84793E+12,2.21863E+12,2.11086E+12,6.23877E+12,5.30493E+12,0.00819134,0.00596063,0.0128409,0.0115183,0.0045997,0.002265
1494,299,6,2.35,0.75,0.41,97.33,7.31,0.427278022,9929.377894,3.16635E+12,8.84793E+12,2.21863E+12,2.11086E+12,6.23877E+12,5.30493E+12,0.00408223,0.00288813,0.00505124,0.0045515,0.0020028,0.0009607
1495,299,2,2.24,0.36,0.14,55.09,2.71,0.427278022,9929.377894,3.16635E+12,8.84793E+12,2.21863E+12,2.11086E+12,6.23877E+12,5.30493E+12,0.00608971,0.00431508,0.0082189,0.007454,0.00318,0.0015878
1496,300,8,1.92,0.66,0.29,86.89,6.91,0.409784152,9607.028417,9.32943E+12,5.13057E+12,6.01617E+12,6.59018E+12,0,0,0.00184525,0.00256641,0.00219215,0.00200093,0.00425221,0.0038016
1497,300,0,2.81,0.44,0.22,55.44,3.35,0.409784152,9607.028417,9.32943E+12,5.13057E+12,6.01617E+12,6.59018E+12,0,0,0.00422423,0.00622568,0.00539413,0.0053188,0.0176138,0.0167165
1498,300,2,2.24,0.36,0.14,55.09,2.71,0.409784152,9607.028417,9.32943E+12,5.13057E+12,6.01617E+12,6.59018E+12,0,0,0.00299173,0.0044862,0.00381489,0.00406703,0.01244273,0.0137026
1499,300,7,2.3,0.79,0.32,92.57,9.1,0.409784152,9607.028417,9.32943E+12,5.13057E+12,6.01617E+12,6.59018E+12,0,0,0.00264245,0.00392156,0.00341432,0.00335469,0.0083031,0.0078089
1500,300,1,2.14,0.44,0.26,59.1,3.02,0.409784152,9607.028417,9.32943E+12,5.13057E+12,6.01617E+12,6.59018E+12,0,0,0.00284191,0.00434856,0.00386329,0.004176,0.0123893,0.0124164
1501,301,5,2.15,0.83,0.37,89.27,6.04,0.423402424,15525.24204,5.76729E+12,9.03684E+12,2.17295E+12,1.64178E+12,3.38399E+12,1.58722E+13,0.00283284,0.00250817,0.0047189,0.0046124,0.0022914,0.0004463
1502,301,6,2.35,0.75,0.41,97.33,7.31,0.423402424,15525.24204,5.76729E+12,9.03684E+12,2.17295E+12,1.64178E+12,3.38399E+12,1.58722E+13,0.00281755,0.00258377,0.00532468,0.0052815,0.0026453,0.0004951
1503,301,0,2.81,0.44,0.22,55.44,3.35,0.423402424,15525.24204,5.76729E+12,9.03684E+12,2.17295E+12,1.64178E+12,3.38399E+12,1.58722E+13,0.00516775,0.00488215,0.01307326,0.0146727,0.0070579,0.0010627
1504,301,4,2.17,0.78,0.32,90.35,6.79,0.423402424,15525.24204,5.76729E+12,9.03684E+12,2.17295E+12,1.64178E+12,3.38399E+12,1.58722E+13,0.00279769,0.00246606,0.00461296,0.00449548,0.0022325,0.0004372
1505,301,2,2.24,0.36,0.14,55.09,2.71,0.423402424,15525.24204,5.76729E+12,9.03684E+12,2.17295E+12,1.64178E+12,3.38399E+12,1.58722E+13,0.00386768,0.00373737,0.00830214,0.0089883,0.0046503,0.0008085
1506,302,3,1.75,0.34,0.28,45.39,2.03,0.409618057,11342.82854,9.61664E+12,3.71148E+12,8.06916E+12,0,6.32485E+12,3.44163E+12,0.00416403,0.00705013,0.0058669,0.0221396,0.0046222,0.0029141
1507,302,7,2.3,0.79,0.32,92.57,9.1,0.409618057,11342.82854,9.61664E+12,3.71148E+12,8.06916E+12,0,6.32485E+12,3.44163E+12,0.00280701,0.00439779,0.00364882,0.0079242,0.002656,0.0013806
1508,302,6,2.35,0.75,0.41,97.33,7.31,0.409618057,11342.82854,9.61664E+12,3.71148E+12,8.06916E+12,0,6.32485E+12,3.44163E+12,0.00247614,0.00391738,0.00330464,0.00707573,0.0024065,0.0012361
1509,302,4,2.17,0.78,0.32,90.35,6.79,0.409618057,11342.82854,9.61664E+12,3.71148E+12,8.06916E+12,0,6.32485E+12,3.44163E+12,0.0023713,0.00351742,0.0028443,0.00539291,0.0019883,0.001049
1510,302,11,1.71,0.61,0.22,93.45,7.31,0.409618057,11342.82854,9.61664E+12,3.71148E+12,8.06916E+12,0,6.32485E+12,3.44163E+12,0.00214007,0.0032087,0.00267305,0.00511248,0.0019135,0.0010181
1511,303,11,1.71,0.61,0.22,93.45,7.31,0.36805232,17576.56363,1.54668E+13,1.37995E+13,3.35905E+12,2.30876E+12,5.01656E+12,4.93574E+12,0.0011241,0.0013466,0.00291984,0.00298198,0.00155368,0.00067165
1512,303,0,2.81,0.44,0.22,55.44,3.35,0.36805232,17576.56363,1.54668E+13,1.37995E+13,3.35905E+12,2.30876E+12,5.01656E+12,4.93574E+12,0.00246542,0.0034044,0.00892085,0.0108242,0.0057069,0.0025588
1513,303,9,1.93,0.6,0.4,95.82,7.16,0.36805232,17576.56363,1.54668E+13,1.37995E+13,3.35905E+12,2.30876E+12,5.01656E+12,4.93574E+12,0.00122492,0.00140902,0.00287569,0.002953,0.00151517,0.00063308
1514,303,7,2.3,0.79,0.32,92.57,9.1,0.36805232,17576.56363,1.54668E+13,1.37995E+13,3.35905E+12,2.30876E+12,5.01656E+12,4.93574E+12,0.00150653,0.00184335,0.00395219,0.00401973,0.0020159,0.0008269
1515,303,4,2.17,0.78,0.32,90.35,6.79,0.36805232,17576.56363,1.54668E+13,1.37995E+13,3.35905E+12,2.30876E+12,5.01656E+12,4.93574E+12,0.0013972,0.00161951,0.00329454,0.00336781,0.00171024,0.0006948
